Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D],Month
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1464,1361,103,1021,443,116,116,NA,NA,116,8,8,NA,8,NA,662,662,NA,532,130,1,1,NA,1,NA,67,67,NA,67,NA,507,507,NA,340,167,103,NA,103,73,30,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1412,1314,98,1076,336,78,78,NA,NA,78,13,13,NA,13,NA,644,644,NA,566,78,4,4,NA,4,NA,68,68,NA,68,NA,507,507,NA,355,152,98,NA,98,70,28,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1535,1462,73,1181,354,73,73,NA,NA,73,14,14,NA,14,NA,733,733,NA,613,120,5,5,NA,5,NA,76,76,NA,76,NA,561,561,NA,409,152,73,NA,73,64,9,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,1042,636,406,334,708,230,230,NA,NA,230,0,0,NA,0,NA,356,356,NA,4,352,0,0,NA,0,NA,17,17,NA,17,NA,33,33,NA,6,27,406,NA,406,307,99,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,1457,1364,93,1035,422,116,116,NA,NA,116,8,8,NA,8,NA,662,662,NA,532,130,1,1,NA,1,NA,67,67,NA,67,NA,510,510,NA,343,167,93,NA,93,84,9,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1377,1320,57,1062,315,78,78,NA,NA,78,13,13,NA,13,NA,648,648,NA,569,79,4,4,NA,4,NA,68,68,NA,68,NA,509,509,NA,356,153,57,NA,57,52,5,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1546,1483,63,1197,349,73,73,NA,NA,73,14,14,NA,14,NA,753,753,NA,633,120,5,5,NA,5,NA,76,76,NA,76,NA,562,562,NA,410,152,63,NA,63,59,4,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1029,658,371,289,740,270,270,NA,NA,270,1,1,NA,1,NA,350,350,NA,1,349,0,0,NA,0,NA,12,12,NA,12,NA,25,25,NA,3,22,371,NA,371,272,99,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,82,0,82,82,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,82,NA,82,82,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,48,1,47,45,3,0,0,NA,NA,0,1,1,NA,1,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,47,NA,47,44,3,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,54,1,53,38,16,0,0,NA,NA,0,1,1,NA,1,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,53,NA,53,37,16,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1457,1361,96,1011,446,119,119,NA,NA,119,3,3,NA,3,NA,661,661,NA,531,130,1,1,NA,1,NA,67,67,NA,67,NA,510,510,NA,343,167,96,NA,96,66,30,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1573,1477,96,1200,373,74,74,NA,NA,74,8,8,NA,8,NA,752,752,NA,632,120,6,6,NA,6,NA,76,76,NA,76,NA,561,561,NA,410,151,96,NA,96,68,28,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,100,0,100,91,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,100,NA,100,91,9,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,90,0,90,56,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,90,NA,90,56,34,July,,,,,July
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,87,0,87,55,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,87,NA,87,55,32,July,,,,,July
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1917,1832,85,1522,395,86,86,NA,NA,86,8,8,NA,8,NA,895,895,NA,802,93,9,9,NA,9,NA,85,85,NA,85,NA,749,749,NA,546,203,85,NA,85,72,13,July,,,,,July
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,17,0,17,17,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,17,NA,17,17,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,967,941,26,804,163,12,12,NA,NA,12,5,5,NA,5,NA,462,462,NA,408,54,5,5,NA,5,NA,50,50,NA,50,NA,407,407,NA,310,97,26,NA,26,26,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,836,808,28,689,147,4,4,NA,NA,4,3,3,NA,3,NA,431,431,NA,392,39,4,4,NA,4,NA,35,35,NA,35,NA,331,331,NA,227,104,28,NA,28,28,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,188,173,15,184,4,0,0,NA,NA,0,26,26,NA,26,NA,88,88,NA,88,0,1,1,NA,1,NA,3,3,NA,3,NA,55,55,NA,51,4,15,NA,15,15,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,7,0,7,7,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,7,NA,7,7,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,1539,1528,11,1254,285,46,46,NA,NA,46,9,9,NA,9,NA,816,816,NA,738,78,5,5,NA,5,NA,60,60,NA,60,NA,592,592,NA,431,161,11,NA,11,11,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,5,0,5,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,5,NA,5,5,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1694,1601,93,1384,310,54,54,NA,NA,54,11,11,NA,11,NA,822,822,NA,747,75,13,13,NA,13,NA,84,84,NA,84,NA,617,617,NA,456,161,93,NA,93,73,20,July,,,,,July
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,1674,1596,78,1330,344,88,88,NA,NA,88,11,11,NA,11,NA,822,822,NA,747,75,13,13,NA,13,NA,84,84,NA,84,NA,578,578,NA,417,161,78,NA,78,58,20,July,,,,,July
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,177,43,134,107,70,0,0,NA,NA,0,0,0,NA,0,NA,1,1,NA,1,0,5,5,NA,5,NA,0,0,NA,0,NA,37,37,NA,37,0,134,NA,134,64,70,July,,,,,July
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,189,47,142,87,102,47,47,NA,NA,47,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,142,NA,142,87,55,July,,,,,July
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,1069,986,83,798,271,55,55,NA,NA,55,14,14,NA,14,NA,462,462,NA,408,54,9,9,NA,9,NA,51,51,NA,51,NA,395,395,NA,266,129,83,NA,83,50,33,July,,,,,July
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,114,82,32,49,65,44,44,NA,NA,44,0,0,NA,0,NA,38,38,NA,17,21,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,32,NA,32,32,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,45,32,13,16,29,10,10,NA,NA,10,0,0,NA,0,NA,22,22,NA,3,19,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,13,NA,13,13,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,3,3,0,0,3,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,3,3,NA,0,3,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,590,542,48,518,72,8,8,NA,NA,8,21,21,NA,21,NA,243,243,NA,212,31,9,9,NA,9,NA,38,38,NA,38,NA,223,223,NA,190,33,48,NA,48,48,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,584,536,48,512,72,8,8,NA,NA,8,20,20,NA,20,NA,242,242,NA,211,31,7,7,NA,7,NA,37,37,NA,37,NA,222,222,NA,189,33,48,NA,48,48,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,363,363,0,330,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,175,NA,175,0,NA,NA,NA,NA,NA,21,21,NA,21,NA,167,167,NA,134,33,0,NA,0,0,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,19,0,19,19,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,19,NA,19,19,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,5,0,5,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,5,NA,5,5,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,5,0,5,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,5,NA,5,5,0,July,,,,,July
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,NA,2,2,NA,July,,,,,July
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,685,684,1,91,594,25,25,NA,NA,25,NA,NA,NA,NA,NA,306,306,NA,43,263,0,0,NA,0,NA,NA,NA,NA,NA,NA,353,353,NA,47,306,1,NA,1,1,NA,July,,,,,July
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,18,18,0,2,16,6,6,NA,NA,6,NA,NA,NA,NA,NA,0,0,NA,0,0,2,2,NA,2,NA,NA,NA,NA,NA,NA,10,10,NA,0,10,0,NA,0,0,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,36,11,25,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,25,NA,25,20,5,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,15,6,9,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,14,8,6,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,0,6,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,5,4,1,1,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,8,6,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,1444,1276,168,231,1213,13,13,NA,NA,13,NA,NA,NA,NA,NA,1048,1048,NA,88,960,NA,NA,NA,NA,NA,0,0,NA,0,NA,215,215,NA,0,215,168,NA,168,143,25,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,107,54,53,28,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,53,28,25,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,23,3,20,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,14,6,July,,,,,July
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,5,4,1,0,5,4,4,NA,NA,4,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,1,0,1,July,,,,,July
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,1022,243,779,261,761,2,2,NA,NA,2,NA,NA,NA,NA,NA,241,241,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,NA,779,261,518,July,,,,,July
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,26,15,11,3,23,0,0,NA,NA,0,NA,NA,NA,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,3,8,July,,,,,July
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,1,0,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,July,,,,,July
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,597,280,317,260,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,280,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,317,NA,317,260,57,July,,,,,July
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,22,18,4,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3,1,July,,,,,July
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,67,64,3,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,0,3,July,,,,,July
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,65,64,1,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,July,,,,,July
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,55,55,0,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,1,36,2,2,NA,2,NA,NA,NA,NA,NA,NA,16,16,NA,2,14,0,NA,0,0,0,July,,,,,July
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0,July,,,,,July
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,41,41,0,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,NA,1,22,2,2,NA,2,NA,NA,NA,NA,NA,NA,16,16,NA,2,14,0,NA,0,0,0,July,,,,,July
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0,July,,,,,July
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,55,55,0,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,1,36,2,2,NA,2,NA,NA,NA,NA,NA,NA,16,16,NA,2,14,0,NA,0,0,0,July,,,,,July
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0,July,,,,,July
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,545,535,10,378,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,535,NA,368,167,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,0,July,,,,,July
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,144,144,0,116,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,92,NA,64,28,52,52,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July,,,,,July
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,4605,886,3719,2266,2339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,661,NA,661,0,NA,NA,NA,NA,NA,129,129,NA,129,NA,96,96,NA,96,0,3719,NA,3719,1380,2339,July,,,,,July
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3819,891,2928,1249,2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,590,NA,590,0,NA,NA,NA,NA,NA,160,160,NA,160,NA,141,141,NA,141,0,2928,NA,2928,358,2570,July,,,,,July
